Seq_id	Size	Description
1	4553770	gi|384137007|ref|NC_017168.1|
2	4504254	gi|162418099|ref|NC_010159.1|
3	4702289	gi|108777911|gb|CP000308.1|
4	4532063	gi|384412706|ref|NC_017265.1|
5	4595065	gi|45439865|ref|NC_005810.1|
6	4653728	gi|30407161|emb|AL590842.1|
7	4640720	gi|384120592|ref|NC_017154.1|
8	4626944	gi|384124469|ref|NC_017160.1|
9	4600755	gi|22123922|ref|NC_004088.1|
10	4534590	gi|108773814|gb|CP000305.1|
11	4517345	gi|145597324|ref|NC_009381.1|
12	4553586	gi|294352569|gb|CP001593.1|
13	4723306	gi|153946813|ref|NC_009708.1|
--------------------------------------------------------------------------------
Block #1
Seq_id	Strand	Start	End	Length
11	-	3051407	3041515	9893
12	+	3252744	3262635	9892
13	-	3368304	3359062	9243
--------------------------------------------------------------------------------
Block #3
Seq_id	Strand	Start	End	Length
1	-	134153	102136	32018
2	-	4090473	4058497	31977
3	-	447731	415714	32018
4	-	936215	904200	32016
5	+	4076062	4108095	32034
6	+	971121	1003137	32017
7	-	1024921	992904	32018
8	-	1026896	994880	32017
9	+	3601153	3633145	31993
10	+	3468976	3500992	32017
11	-	710127	678373	31755
12	-	1082777	1050760	32018
13	-	1068455	1036517	31939
--------------------------------------------------------------------------------
Block #4
Seq_id	Strand	Start	End	Length
1	-	2090068	2004023	86046
2	+	904324	990844	86521
3	-	3178390	3096638	81753
4	+	3462295	3545866	83572
5	-	417471	335916	81556
6	+	3671899	3755282	83384
7	+	3662672	3746102	83431
8	+	3648584	3732139	83556
9	-	1006664	923268	83397
10	-	937600	852255	85346
11	-	3481298	3399479	81820
12	+	3722326	3805898	83573
13	+	3632937	3715683	82747
--------------------------------------------------------------------------------
Block #5
Seq_id	Strand	Start	End	Length
1	-	1087389	1066763	20627
2	+	18693	39329	20637
3	-	3941228	3919892	21337
4	-	4104265	4082921	21345
5	+	18427	39064	20638
6	+	18643	39269	20627
7	+	18642	39267	20626
8	+	18702	39327	20626
9	-	4240180	4219543	20638
10	+	299618	320255	20638
11	-	4464753	4444827	19927
12	+	18642	39268	20627
13	+	18378	38303	19926
--------------------------------------------------------------------------------
Block #6
Seq_id	Strand	Start	End	Length
1	+	2910965	2934191	23227
2	-	1863559	1840324	23236
3	-	2278521	2255295	23227
4	+	1541781	1565006	23226
5	-	2615550	2592340	23211
6	-	2851471	2828245	23227
7	+	3158500	3181727	23228
8	+	2758109	2781337	23229
9	+	1820698	1843925	23228
10	-	2413255	2390029	23227
11	-	2201700	2178478	23223
12	-	2908098	2884901	23198
13	+	1712170	1733537	21368
--------------------------------------------------------------------------------
Block #7
Seq_id	Strand	Start	End	Length
1	-	913098	884908	28191
2	-	3925203	3897373	27831
3	-	3636132	3607963	28170
4	+	119706	147895	28190
5	+	190736	218907	28172
6	+	192005	220195	28191
7	+	189006	217196	28191
8	+	191044	219235	28192
9	+	4413109	4441299	28191
10	-	4428248	4400058	28191
11	+	118511	146706	28196
12	+	189014	217204	28191
13	-	4424560	4397068	27493
--------------------------------------------------------------------------------
Block #8
Seq_id	Strand	Start	End	Length
1	+	1668610	1722598	53989
2	-	1289405	1235752	53654
3	+	4079495	4133480	53986
4	-	4249796	4195808	53989
5	-	4460349	4406609	53741
6	+	4044442	4098430	53989
7	+	3936498	3990486	53989
8	-	4065917	4011929	53989
9	-	258849	204861	53989
10	-	4045669	3991681	53989
11	+	260287	314244	53958
12	+	3996384	4050372	53989
13	+	415667	469981	54315
--------------------------------------------------------------------------------
Block #9
Seq_id	Strand	Start	End	Length
1	-	2484901	2477441	7461
2	-	3019328	3011889	7440
3	+	2382461	2389921	7461
4	-	1438675	1431215	7461
5	-	3068857	3061397	7461
6	+	3277041	3284501	7461
7	+	3274446	3281906	7461
8	+	3256371	3263831	7461
9	-	1717668	1710208	7461
10	-	1647590	1640130	7461
11	+	2302951	2310411	7461
12	+	3331410	3338870	7461
13	-	1608647	1601179	7469
--------------------------------------------------------------------------------
Block #10
Seq_id	Strand	Start	End	Length
1	+	793268	831355	38088
2	-	682935	644154	38782
3	+	4481011	4519098	38088
4	+	684404	722491	38088
5	-	493538	453481	40058
6	-	312546	273747	38800
7	-	308884	270795	38090
8	-	310920	272832	38089
9	-	638666	600578	38089
10	+	3833079	3871166	38088
11	+	4211539	4249636	38098
12	-	308890	270802	38089
13	+	4258320	4296314	37995
--------------------------------------------------------------------------------
Block #11
Seq_id	Strand	Start	End	Length
1	+	1566202	1581419	15218
2	+	472911	488128	15218
3	-	4052742	4037525	15218
4	+	483498	498715	15218
5	-	3456333	3441097	15237
6	-	4195650	4180433	15218
7	-	4182503	4167284	15220
8	-	4168531	4153313	15219
9	+	550065	565282	15218
10	+	278049	293266	15218
11	-	4300178	4284955	15224
12	-	4242444	4227225	15220
13	-	4344066	4328826	15241
--------------------------------------------------------------------------------
Block #12
Seq_id	Strand	Start	End	Length
1	-	97524	91762	5763
2	-	4053885	4048117	5769
3	-	409129	403380	5750
4	-	899588	893826	5763
5	-	4010879	4005117	5763
6	+	1007750	1013512	5763
7	-	988292	982531	5762
8	-	990268	984506	5763
9	+	3637758	3643520	5763
10	+	3505605	3511367	5763
11	-	672771	667009	5763
12	-	1046148	1040386	5763
13	-	1031620	1025710	5911
--------------------------------------------------------------------------------
Block #13
Seq_id	Strand	Start	End	Length
1	+	3852074	3879976	27903
2	+	1731999	1759867	27869
3	-	1018928	991025	27904
4	+	2462980	2490883	27904
5	-	1632468	1604563	27906
6	-	1806997	1779095	27903
7	-	1821647	1793745	27903
8	+	1959796	1987699	27904
9	+	2842632	2870488	27857
10	+	2677935	2705837	27903
11	+	1559149	1587051	27903
12	-	1879555	1851653	27903
13	+	2694921	2722841	27921
--------------------------------------------------------------------------------
Block #14
Seq_id	Strand	Start	End	Length
1	-	2992676	2936258	56419
2	+	1783870	1840216	56347
3	+	2201464	2253228	51765
4	-	1623411	1567079	56333
5	+	2539427	2592232	52806
6	+	2769757	2826178	56422
7	+	2769229	2825651	56423
8	-	2839775	2783404	56372
9	-	1902359	1845992	56368
10	+	2331613	2387962	56350
11	+	2121950	2178370	56421
12	+	2722113	2778501	56389
13	-	1786749	1733674	53076
--------------------------------------------------------------------------------
Block #15
Seq_id	Strand	Start	End	Length
1	+	2149784	2200426	50643
2	-	3531092	3482674	48419
3	-	3043860	2993219	50642
4	-	3404554	3352460	52095
5	+	746135	794677	48543
6	-	3612182	3561541	50642
7	-	3604970	3556288	48683
8	-	3588867	3540185	48683
9	+	1066383	1114941	48559
10	+	993684	1042081	48398
11	-	3256153	3207761	48393
12	-	3662669	3613987	48683
13	-	3571050	3522498	48553
--------------------------------------------------------------------------------
Block #16
Seq_id	Strand	Start	End	Length
1	+	1001253	1064782	63530
2	-	107164	40984	66181
3	+	3854381	3917911	63531
4	-	238937	175406	63532
5	-	106519	41046	65474
6	-	103840	41250	62591
7	-	104779	41248	63532
8	-	104840	41308	63533
9	+	56600	120130	63531
10	+	4309017	4372547	63531
11	+	4379304	4442846	63543
12	-	104779	41249	63531
13	-	111014	38325	72690
--------------------------------------------------------------------------------
Block #17
Seq_id	Strand	Start	End	Length
1	-	2874657	2816244	58414
2	-	1954810	1896255	58556
3	-	2822842	2762587	60256
4	-	3185670	3126811	58860
5	-	1231129	1172593	58537
6	+	2887778	2946192	58415
7	-	3122162	3063640	58523
8	+	2869089	2927437	58349
9	+	1283686	1342324	58639
10	+	1213570	1272235	58666
11	-	3040836	2982122	58715
12	+	2944714	3002774	58061
13	-	3358378	3286360	72019
--------------------------------------------------------------------------------
Block #18
Seq_id	Strand	Start	End	Length
1	-	3752348	3735672	16677
2	+	3733396	3750074	16679
3	-	2075684	2058843	16842
4	+	1743174	1759856	16683
5	+	2004343	2021025	16683
6	+	1906738	1923414	16677
7	-	2648558	2631876	16683
8	-	2630404	2613722	16683
9	+	2022055	2038737	16683
10	-	2212031	2195348	16684
11	-	2003201	1986520	16682
12	-	2601415	2584733	16683
13	+	1906488	1923162	16675
--------------------------------------------------------------------------------
Block #19
Seq_id	Strand	Start	End	Length
1	+	4265824	4299842	34019
2	-	1396050	1362119	33932
3	+	1044485	1080523	36039
4	-	2924324	2890294	34031
5	-	1018881	984875	34007
6	+	1343781	1377799	34019
7	+	1357245	1391257	34013
8	-	1416757	1382554	34204
9	-	3304118	3269943	34176
10	-	3140119	3105931	34189
11	-	2849942	2814327	35616
12	+	1415098	1449158	34061
13	-	3152297	3118277	34021
--------------------------------------------------------------------------------
Block #20
Seq_id	Strand	Start	End	Length
1	+	3608914	3621243	12330
2	-	2093232	2081396	11837
3	-	1333239	1320910	12330
4	+	2384909	2397238	12330
5	+	1737201	1749244	12044
6	-	2052131	2039802	12330
7	-	2051498	2039169	12330
8	+	2486973	2499256	12284
9	+	2764585	2776914	12330
10	+	2599855	2612184	12330
11	+	1484010	1495813	11804
12	+	2457966	2470295	12330
13	+	2620641	2632361	11721
--------------------------------------------------------------------------------
Block #21
Seq_id	Strand	Start	End	Length
1	+	3666527	3679386	12860
2	+	1714925	1727688	12764
3	-	1273674	1260836	12839
4	+	2442529	2455387	12859
5	-	1649397	1636505	12893
6	-	1992559	1979700	12860
7	-	1993886	1981319	12568
8	+	2544587	2557447	12861
9	+	2822198	2835039	12842
10	+	2657483	2670342	12860
11	+	1541213	1553834	12622
12	+	2515579	2528438	12860
13	+	2677723	2690600	12878
--------------------------------------------------------------------------------
Block #22
Seq_id	Strand	Start	End	Length
1	-	2357419	2334359	23061
2	-	3335282	3312238	23045
3	+	2511629	2534689	23061
4	-	1309168	1286108	23061
5	+	2960700	2983753	23054
6	+	3404647	3427707	23061
7	+	3402013	3425075	23063
8	+	3384006	3407066	23061
9	-	1590006	1566946	23061
10	-	1519928	1496868	23061
11	+	2430265	2453326	23062
12	+	3459051	3482111	23061
13	-	1481867	1459522	22346
--------------------------------------------------------------------------------
Block #23
Seq_id	Strand	Start	End	Length
1	+	4038568	4088660	50093
2	+	1619431	1670889	51459
3	+	714532	764581	50050
4	-	2765335	2715267	50069
5	-	1371321	1321259	50063
6	+	1504695	1554787	50093
7	+	1516228	1566284	50057
8	-	1257581	1207512	50070
9	-	3144995	3094911	50085
10	-	2981012	2930913	50100
11	-	2689326	2639283	50044
12	+	1574123	1624207	50085
13	-	2993747	2944365	49383
--------------------------------------------------------------------------------
Block #24
Seq_id	Strand	Start	End	Length
1	-	3971886	3965172	6715
2	+	3163182	3169896	6715
3	+	901049	907763	6715
4	-	2580848	2574134	6715
5	+	1516089	1522803	6715
6	+	1687185	1693899	6715
7	+	1703783	1710497	6715
8	+	1684397	1691111	6715
9	-	2960450	2953735	6716
10	-	2796511	2789797	6715
11	-	1677780	1671066	6715
12	+	1761690	1768404	6715
13	-	2810896	2804301	6596
--------------------------------------------------------------------------------
Block #25
Seq_id	Strand	Start	End	Length
1	+	780390	787413	7024
2	-	1360485	1353462	7024
3	+	4468077	4475156	7080
4	+	671526	678556	7031
5	-	506430	499393	7038
6	-	325424	318401	7024
7	-	321813	314739	7075
8	-	323819	316775	7045
9	-	651573	644515	7059
10	+	3820173	3827224	7052
11	+	4198641	4205685	7045
12	-	321810	314745	7066
13	+	4245363	4252416	7054
--------------------------------------------------------------------------------
Block #26
Seq_id	Strand	Start	End	Length
1	-	2909417	2878998	30420
2	+	1865107	1895507	30401
3	+	2280069	2310474	30406
4	-	1540233	1509791	30443
5	+	2617098	2647529	30432
6	+	2853019	2883438	30420
7	-	3156952	3126503	30450
8	-	2756561	2726135	30427
9	-	1819150	1788724	30427
10	+	2414803	2445252	30450
11	+	2203248	2233650	30403
12	+	2909646	2940080	30435
13	-	1710594	1679700	30895
--------------------------------------------------------------------------------
Block #27
Seq_id	Strand	Start	End	Length
1	-	2816219	2806392	9828
2	+	346695	355998	9304
3	-	2762586	2752753	9834
4	-	3126810	3116977	9834
5	-	1172592	1163046	9547
6	+	2946193	2956044	9852
7	-	3063639	3053806	9834
8	+	2927438	2937605	10168
9	+	1342325	1352333	10009
10	+	1272236	1282257	10022
11	-	2982121	2972575	9547
12	+	3002775	3012627	9853
13	-	3286332	3277394	8939
--------------------------------------------------------------------------------
Block #28
Seq_id	Strand	Start	End	Length
1	-	3728259	3690139	38121
2	-	2803135	2764527	38609
3	-	2051440	2013348	38093
4	-	2089742	2051640	38103
5	+	1899393	1937461	38069
6	+	1930827	1968947	38121
7	+	1932152	1970272	38121
8	-	2606303	2568197	38107
9	+	2046168	2084252	38085
10	-	2187921	2149783	38139
11	-	1979107	1940915	38193
12	-	2577294	2539191	38104
13	+	1928589	1967328	38740
--------------------------------------------------------------------------------
Block #29
Seq_id	Strand	Start	End	Length
1	+	3446006	3520523	74518
2	+	2558918	2628734	69817
3	-	1600255	1526292	73964
4	+	2225233	2296504	71272
5	-	2098363	2028841	69523
6	-	2315949	2241293	74657
7	-	2312874	2240855	72020
8	+	2225057	2297065	72009
9	+	2503553	2575550	71998
10	-	1724569	1652590	71980
11	+	1218100	1292176	74077
12	+	2297558	2369546	71989
13	+	2358283	2425860	67578
--------------------------------------------------------------------------------
Block #30
Seq_id	Strand	Start	End	Length
1	+	3885417	3893858	8442
2	-	3260410	3251970	8441
3	-	985579	977138	8442
4	+	2496324	2504765	8442
5	-	1600565	1592124	8442
6	-	1773654	1765213	8442
7	-	1788305	1779864	8442
8	+	1993140	2001581	8442
9	+	2875929	2884369	8441
10	+	2711278	2719719	8442
11	+	1592613	1601086	8474
12	-	1846212	1837771	8442
13	+	2728347	2736794	8448
--------------------------------------------------------------------------------
Block #31
Seq_id	Strand	Start	End	Length
1	-	884746	862605	22142
2	+	603526	626696	23171
3	-	3605842	3583701	22142
4	+	148057	170197	22141
5	+	219069	241209	22141
6	+	220357	242497	22141
7	+	217358	239500	22143
8	+	219397	241537	22141
9	+	4441461	4463601	22141
10	-	4399896	4377755	22142
11	+	146868	169008	22141
12	+	217366	239506	22141
13	-	4396801	4374569	22233
--------------------------------------------------------------------------------
Block #32
Seq_id	Strand	Start	End	Length
1	-	3131301	3126117	5185
2	-	2507998	2502812	5187
3	+	1894838	1900022	5185
4	+	1937446	1942630	5185
5	+	2369594	2374778	5185
6	+	2631125	2636309	5185
7	+	2619277	2624461	5185
8	+	1843378	1848562	5185
9	-	2195874	2190690	5185
10	+	2033275	2038459	5185
11	-	912453	907269	5185
12	-	1993305	1988121	5185
13	-	2078096	2072913	5184
--------------------------------------------------------------------------------
Block #33
Seq_id	Strand	Start	End	Length
1	-	3151742	3131331	20412
2	-	2318053	2297661	20393
3	+	1874410	1894808	20399
4	+	1916987	1937416	20430
5	+	2349157	2369564	20408
6	+	2610684	2631095	20412
7	+	2598854	2619247	20394
8	+	1822919	1843348	20430
9	-	2216333	2195904	20430
10	+	2012816	2033245	20430
11	-	932894	912483	20412
12	-	2013764	1993335	20430
13	-	2098655	2078126	20530
--------------------------------------------------------------------------------
Block #34
Seq_id	Strand	Start	End	Length
1	+	568928	583991	15064
2	+	777690	792157	14468
3	-	4613164	4598101	15064
4	-	3872410	3857347	15064
5	+	4190823	4205289	14467
6	-	534927	519864	15064
7	-	530572	515509	15064
8	-	532761	517698	15064
9	+	4083676	4098739	15064
10	-	454130	439067	15064
11	+	3565544	3579997	14454
12	-	588421	573358	15064
13	+	3872022	3886459	14438
--------------------------------------------------------------------------------
Block #35
Seq_id	Strand	Start	End	Length
1	-	568927	560862	8066
2	-	777689	769632	8058
3	-	4028224	4020168	8057
4	+	3872411	3880476	8066
5	-	4190822	4182757	8066
6	+	534928	542993	8066
7	+	530573	538638	8066
8	+	532762	540827	8066
9	-	4083675	4075610	8066
10	+	454131	462196	8066
11	-	3565543	3557478	8066
12	+	588422	596487	8066
13	-	3872001	3863995	8007
--------------------------------------------------------------------------------
Block #36
Seq_id	Strand	Start	End	Length
1	-	2475717	2362280	113438
2	+	2817613	2930063	112451
3	+	2391645	2506768	115124
4	-	1429491	1314029	115463
5	+	2845598	2958308	112711
6	+	3286225	3399786	113562
7	+	3283630	3397152	113523
8	+	3265555	3379145	113591
9	-	1708484	1594867	113618
10	-	1638407	1524789	113619
11	+	2312135	2425410	113276
12	+	3340594	3454190	113597
13	-	1600764	1486738	114027
--------------------------------------------------------------------------------
Block #37
Seq_id	Strand	Start	End	Length
1	-	857423	831356	26068
2	-	4203595	4177698	25898
3	-	4545166	4519099	26068
4	-	748560	722492	26069
5	+	427393	453480	26088
6	+	247680	273746	26067
7	+	244683	270794	26112
8	+	246719	272831	26113
9	+	574513	600577	26065
10	-	3897235	3871167	26069
11	-	4275724	4249637	26088
12	+	244689	270801	26113
13	-	4322506	4296387	26120
--------------------------------------------------------------------------------
Block #38
Seq_id	Strand	Start	End	Length
1	-	1391929	1375204	16726
2	-	509981	493309	16673
3	-	158099	141373	16727
4	-	311302	294577	16726
5	-	3523016	3506286	16731
6	+	4367888	4384613	16726
7	+	4354715	4371440	16726
8	+	4340790	4357515	16726
9	-	377800	361076	16725
10	-	105863	89138	16726
11	+	4022632	4039364	16733
12	+	4414277	4431003	16727
13	-	181557	164924	16634
--------------------------------------------------------------------------------
Block #39
Seq_id	Strand	Start	End	Length
1	+	2992751	3009390	16640
2	-	1783841	1767396	16446
3	-	2201277	2184853	16425
4	+	1623415	1639838	16424
5	-	2539425	2522967	16459
6	-	2769683	2753043	16641
7	-	2769198	2752557	16642
8	+	2839899	2856473	16575
9	+	1902363	1918788	16426
10	-	2331457	2315304	16154
11	-	2121917	2105337	16581
12	-	2722054	2705414	16641
13	+	1788104	1804191	16088
--------------------------------------------------------------------------------
Block #40
Seq_id	Strand	Start	End	Length
1	+	2279471	2295068	15598
2	+	3032438	3048037	15600
3	-	2914170	2898573	15598
4	-	3276088	3260494	15595
5	+	871103	886699	15597
6	-	3482498	3466900	15599
7	-	3479909	3464312	15598
8	-	3461909	3446312	15598
9	+	1193274	1208871	15598
10	+	1121124	1136721	15598
11	-	3130641	3115046	15596
12	-	3536902	3521305	15598
13	-	3446685	3430965	15721
--------------------------------------------------------------------------------
Block #41
Seq_id	Strand	Start	End	Length
1	-	3664104	3633148	30957
2	-	1712502	1681463	31040
3	+	1276097	1307035	30939
4	-	2440105	2409144	30962
5	-	1792202	1761184	31019
6	+	1996941	2027897	30957
7	+	1996309	2027265	30957
8	-	2542164	2511208	30957
9	-	2819774	2788819	30956
10	-	2655059	2624098	30962
11	-	1538790	1507727	31064
12	-	2513156	2482200	30957
13	-	2675300	2644162	31139
--------------------------------------------------------------------------------
Block #42
Seq_id	Strand	Start	End	Length
1	+	12293	73158	60866
2	-	194669	137472	57198
3	+	325165	386026	60862
4	+	816271	877172	60902
5	+	3926261	3988471	62211
6	-	1092981	1032116	60866
7	+	910002	965886	55885
8	+	912111	967861	55751
9	-	3721083	3660194	60890
10	-	3588955	3528021	60935
11	+	594447	650364	55918
12	+	967850	1023741	55892
13	+	881095	1009788	128694
--------------------------------------------------------------------------------
Block #43
Seq_id	Strand	Start	End	Length
1	-	3438807	3399242	39566
2	-	2550405	2511200	39206
3	+	1607479	1648014	40536
4	-	2218009	2178201	39809
5	+	2105573	2144870	39298
6	+	2323174	2362990	39817
7	+	2320102	2359892	39791
8	-	2217833	2178121	39713
9	-	2496314	2456493	39822
10	+	1731798	1771602	39805
11	-	1210883	1171225	39659
12	-	2290334	2250514	39821
13	-	2351135	2311472	39664
--------------------------------------------------------------------------------
Block #44
Seq_id	Strand	Start	End	Length
1	-	690938	635287	55652
2	-	898884	844777	54108
3	-	4377189	4323501	53689
4	-	4069092	4015373	53720
5	-	4310183	4256493	53691
6	+	414876	468568	53693
7	+	410528	464213	53686
8	+	412728	466403	53676
9	-	4205714	4151989	53726
10	+	334084	387777	53694
11	-	3684127	3630473	53655
12	+	468376	522061	53686
13	-	3991381	3936969	54413
--------------------------------------------------------------------------------
Block #45
Seq_id	Strand	Start	End	Length
1	-	2697025	2645167	51859
2	-	410173	358478	51696
3	-	2365939	2312804	53136
4	+	1454991	1506137	51147
5	-	2701095	2649859	51237
6	+	3065365	3117257	51893
7	-	3258163	3206966	51198
8	-	3240176	3188911	51266
9	+	1733969	1785070	51102
10	-	2500166	2448907	51260
11	-	2287005	2235927	51079
12	-	3315087	3263950	51138
13	+	1626128	1677370	51243
--------------------------------------------------------------------------------
Block #46
Seq_id	Strand	Start	End	Length
1	-	1838908	1812924	25985
2	-	4231241	4205550	25692
3	+	76322	102305	25984
4	+	564627	590610	25984
5	-	613299	587316	25984
6	+	3920398	3946382	25985
7	-	4105154	4079192	25963
8	+	3897239	3923225	25987
9	-	758344	732360	25985
10	+	3713315	3739299	25985
11	+	4091858	4117817	25960
12	-	4165070	4139086	25985
13	+	4076233	4101926	25694
--------------------------------------------------------------------------------
Block #47
Seq_id	Strand	Start	End	Length
1	-	620728	583992	36737
2	-	829211	792158	37054
3	+	4561364	4598100	36737
4	-	4000819	3964084	36736
5	-	4241911	4205290	36622
6	+	483126	519863	36738
7	+	478771	515508	36738
8	+	480962	517697	36736
9	-	4135476	4098740	36737
10	+	402330	439066	36737
11	-	3615910	3579999	35912
12	+	536913	573357	36445
13	-	3922398	3886509	35890
--------------------------------------------------------------------------------
Block #48
Seq_id	Strand	Start	End	Length
1	+	2212933	2220029	7097
2	+	3346773	3353869	7097
3	-	2980713	2973608	7106
4	-	3340666	3333570	7097
5	+	806491	813587	7097
6	-	3549034	3541938	7097
7	-	3544492	3537397	7096
8	-	3526452	3519356	7097
9	+	1126736	1133343	6608
10	+	1054587	1061683	7097
11	-	3195989	3188894	7096
12	-	3601480	3594384	7097
13	-	3510050	3504036	6015
--------------------------------------------------------------------------------
Block #49
Seq_id	Strand	Start	End	Length
1	+	524985	560861	35877
2	+	3087973	3122559	34587
3	+	3984306	4020167	35862
4	-	3914392	3880477	33916
5	+	4148856	4182756	33901
6	-	578870	542994	35877
7	-	574514	538639	35876
8	-	576689	540828	35862
9	+	4041691	4075609	33919
10	-	496115	462197	33919
11	+	3523886	3557477	33592
12	-	632364	596488	35877
13	+	3829548	3863961	34414
--------------------------------------------------------------------------------
Block #50
Seq_id	Strand	Start	End	Length
1	+	1778951	1806971	28021
2	-	1179722	1151377	28346
3	+	4187872	4216229	28358
4	-	4141405	4113167	28239
5	-	4352192	4323841	28352
6	-	3980694	3952335	28360
7	+	4044888	4073238	28351
8	-	3957528	3929178	28351
9	-	150458	122107	28352
10	-	3937261	3909023	28239
11	+	368508	396857	28350
12	+	4104774	4133133	28360
13	+	530415	558036	27622
--------------------------------------------------------------------------------
Block #51
Seq_id	Strand	Start	End	Length
1	+	2245831	2266607	20777
2	-	3224547	3203556	20992
3	-	2947805	2927034	20772
4	-	3307768	3286992	20777
5	+	839389	860165	20777
6	-	3516136	3495360	20777
7	-	3511596	3490820	20777
8	-	3493555	3472779	20777
9	+	1161593	1182370	20778
10	+	1089738	1110220	20483
11	-	3162671	3141577	21095
12	-	3568582	3547806	20777
13	-	3478440	3457589	20852
--------------------------------------------------------------------------------
Block #52
Seq_id	Strand	Start	End	Length
1	+	475296	488931	13636
2	+	1137749	1151376	13628
3	+	3564886	3578521	13636
4	-	3964082	3950446	13637
5	-	3221370	3207735	13636
6	-	628554	614919	13636
7	-	624212	610578	13635
8	-	626402	612767	13636
9	+	3991985	4005620	13636
10	-	546146	532203	13944
11	-	410486	396858	13629
12	-	682073	668438	13636
13	-	571106	558037	13070
--------------------------------------------------------------------------------
Block #53
Seq_id	Strand	Start	End	Length
1	-	1191064	1149462	41603
2	+	3991082	4032645	41564
3	-	3378506	3335152	43355
4	+	4447038	4488638	41601
5	+	4509779	4551362	41584
6	+	4568695	4610297	41603
7	+	4555686	4597287	41602
8	+	4541921	4583523	41603
9	+	4515482	4557083	41602
10	+	4244274	4285875	41602
11	-	51069	9469	41601
12	+	4468554	4510155	41602
13	+	4640605	4682061	41457
--------------------------------------------------------------------------------
Block #54
Seq_id	Strand	Start	End	Length
1	+	977996	984772	6777
2	+	4036459	4043229	6771
3	-	309240	302490	6751
4	-	260233	253465	6769
5	-	127833	121064	6770
6	-	127107	120321	6787
7	-	126068	119307	6762
8	-	126144	119368	6777
9	-	326730	319980	6751
10	+	4287738	4294507	6770
11	+	4358036	4364804	6769
12	-	126075	119307	6769
13	-	132024	125301	6724
--------------------------------------------------------------------------------
Block #55
